selection_key,method_name,action_type,feature_set,calibration,policy,target_k,tau_answer_top5,tau_answer_after_more,n_features,valid_decision_accuracy,valid_coverage,valid_selective_accuracy,valid_insufficient_answer_rate,valid_sufficient_abstain_rate,valid_abstained_insufficient_rate,valid_answered_sufficient_rate,valid_false_answer_count,valid_over_abstain_count,valid_abstained_insufficient_count,valid_answered_count,valid_retrieval_rate,valid_mean_added_docs,test_decision_accuracy,test_coverage,test_selective_accuracy,test_insufficient_answer_rate,test_sufficient_abstain_rate,test_abstained_insufficient_rate,test_answered_sufficient_rate,test_false_answer_count,test_over_abstain_count,test_abstained_insufficient_count,test_answered_count,test_retrieval_rate,test_mean_added_docs
top20/logistic_regression/v3_no_query/platt::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_risk_control@suff_abstain15,20,0.0,0.3,56,0.8234234234234235,0.7297297297297297,0.8962962962962963,0.3088235294117647,0.13365155131264916,0.6911764705882353,0.8663484486873508,42,56,94,405,1.0,15.0,0.8183453237410072,0.7194244604316546,0.91,0.28346456692913385,0.15151515151515152,0.7165354330708661,0.8484848484848485,72,130,182,800,1.0,15.0
top20/logistic_regression/v3_no_query/platt::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_high_precision@cov50,20,0.0,0.15,56,0.7135135135135136,0.518918918918919,0.9513888888888888,0.10294117647058823,0.3460620525059666,0.8970588235294118,0.6539379474940334,14,145,122,288,1.0,15.0,0.6906474820143885,0.5143884892086331,0.9493006993006993,0.1141732283464567,0.36713286713286714,0.8858267716535433,0.6328671328671329,29,315,225,572,1.0,15.0
top20/logistic_regression/v3_no_query/isotonic::retrieve_more_balanced,top20/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_balanced,20,0.0,0.35,56,0.8396396396396396,0.7801801801801802,0.8799076212471132,0.3795620437956204,0.08851674641148326,0.6204379562043796,0.9114832535885168,52,37,85,433,0.9801801801801802,14.702702702702702,0.835431654676259,0.7634892086330936,0.8975265017667845,0.3425196850393701,0.11188811188811189,0.65748031496063,0.8881118881118881,87,96,167,849,0.9775179856115108,14.662769784172662
top20/logistic_regression/v3_no_query/isotonic::retrieve_more@cov85,top20/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more@cov85,20,0.0,0.7,56,0.8108108108108109,0.8594594594594595,0.8280922431865828,0.5985401459854015,0.05502392344497608,0.40145985401459855,0.9449760765550239,82,23,55,477,0.9801801801801802,14.702702702702702,0.8480215827338129,0.8642086330935251,0.858480749219563,0.5354330708661418,0.038461538461538464,0.4645669291338583,0.9615384615384616,136,33,118,961,0.9775179856115108,14.662769784172662
top20/logistic_regression/v3_no_query/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_risk_control@suff_abstain15,20,0.0,0.35,56,0.8396396396396396,0.7801801801801802,0.8799076212471132,0.3795620437956204,0.08851674641148326,0.6204379562043796,0.9114832535885168,52,37,85,433,0.9801801801801802,14.702702702702702,0.835431654676259,0.7634892086330936,0.8975265017667845,0.3425196850393701,0.11188811188811189,0.65748031496063,0.8881118881118881,87,96,167,849,0.9775179856115108,14.662769784172662
top20/logistic_regression/v3_no_query/isotonic::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_high_precision@cov50,20,0.0,0.2,56,0.7189189189189189,0.5261261261261261,0.9486301369863014,0.10948905109489052,0.3373205741626794,0.8905109489051095,0.6626794258373205,15,141,122,292,0.9801801801801802,14.702702702702702,0.7014388489208633,0.5269784172661871,0.9488054607508533,0.11811023622047244,0.351981351981352,0.8818897637795275,0.6480186480186481,30,302,224,586,0.9775179856115108,14.662769784172662
top20/logistic_regression/v3_all/identity::retrieve_more_balanced,top20/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_balanced,20,0.0,0.4,68,0.8450450450450451,0.7657657657657657,0.8917647058823529,0.3382352941176471,0.0954653937947494,0.6617647058823529,0.9045346062052506,46,40,90,425,1.0,15.0,0.8327338129496403,0.75,0.9028776978417267,0.3188976377952756,0.12237762237762238,0.6811023622047244,0.8776223776223776,81,105,173,834,1.0,15.0
top20/logistic_regression/v3_all/identity::retrieve_more@cov85,top20/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more@cov85,20,0.0,0.7,68,0.8198198198198198,0.8702702702702703,0.8302277432712215,0.6029411764705882,0.04295942720763723,0.39705882352941174,0.9570405727923628,82,18,54,483,1.0,15.0,0.8471223021582733,0.8758992805755396,0.8531827515400411,0.562992125984252,0.03146853146853147,0.43700787401574803,0.9685314685314685,143,27,111,974,1.0,15.0
top20/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_risk_control@suff_abstain15,20,0.0,0.3,68,0.8306306306306306,0.7081081081081081,0.9134860050890585,0.25,0.1431980906921241,0.75,0.8568019093078759,34,60,102,393,1.0,15.0,0.8165467625899281,0.6870503597122302,0.9280104712041884,0.21653543307086615,0.17365967365967366,0.7834645669291339,0.8263403263403264,55,149,199,764,1.0,15.0
top20/logistic_regression/v3_all/identity::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_high_precision@cov50,20,0.0,0.15,68,0.7261261261261261,0.5423423423423424,0.9435215946843853,0.125,0.3221957040572792,0.875,0.6778042959427207,17,135,119,301,1.0,15.0,0.7275179856115108,0.545863309352518,0.957166392092257,0.10236220472440945,0.32284382284382285,0.8976377952755905,0.6771561771561772,26,277,228,607,1.0,15.0
top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_balanced,20,0.0,0.4,68,0.8450450450450451,0.7981981981981981,0.8758465011286681,0.40441176470588236,0.07398568019093078,0.5955882352941176,0.9260143198090692,55,31,81,443,1.0,15.0,0.8462230215827338,0.7850719424460432,0.8934707903780069,0.3661417322834646,0.09090909090909091,0.6338582677165354,0.9090909090909091,93,78,161,873,1.0,15.0
top20/logistic_regression/v3_all/platt::retrieve_more@cov85,top20/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more@cov85,20,0.0,0.6,68,0.8198198198198198,0.863063063063063,0.8329853862212944,0.5882352941176471,0.0477326968973747,0.4117647058823529,0.9522673031026253,80,20,56,479,1.0,15.0,0.8507194244604317,0.8651079136690647,0.8596673596673596,0.531496062992126,0.03613053613053613,0.468503937007874,0.9638694638694638,135,31,119,962,1.0,15.0
top20/logistic_regression/v3_all/platt::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_risk_control@suff_abstain15,20,0.0,0.25,68,0.8306306306306306,0.7081081081081081,0.9134860050890585,0.25,0.1431980906921241,0.75,0.8568019093078759,34,60,102,393,1.0,15.0,0.8165467625899281,0.6870503597122302,0.9280104712041884,0.21653543307086615,0.17365967365967366,0.7834645669291339,0.8263403263403264,55,149,199,764,1.0,15.0
top20/logistic_regression/v3_all/platt::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_high_precision@cov50,20,0.0,0.15,68,0.7153153153153153,0.5315315315315315,0.9423728813559322,0.125,0.33651551312649164,0.875,0.6634844868735084,17,141,119,295,1.0,15.0,0.7230215827338129,0.5413669064748201,0.9568106312292359,0.10236220472440945,0.32867132867132864,0.8976377952755905,0.6713286713286714,26,282,228,602,1.0,15.0
top20/logistic_regression/v3_all/isotonic::retrieve_more_balanced,top20/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_balanced,20,0.0,0.35,68,0.8306306306306306,0.7081081081081081,0.9134860050890585,0.25,0.1431980906921241,0.75,0.8568019093078759,34,60,102,393,0.9837837837837838,14.756756756756758,0.8129496402877698,0.6834532374100719,0.9276315789473685,0.21653543307086615,0.17832167832167833,0.7834645669291339,0.8216783216783217,55,153,199,760,0.9847122302158273,14.77068345323741
top20/logistic_regression/v3_all/isotonic::retrieve_more@cov85,top20/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more@cov85,20,0.0,0.65,68,0.790990990990991,0.9315315315315316,0.793036750483559,0.7867647058823529,0.021479713603818614,0.21323529411764705,0.9785202863961814,107,9,29,517,0.9837837837837838,14.756756756756758,0.829136690647482,0.920863309352518,0.826171875,0.7007874015748031,0.013986013986013986,0.2992125984251969,0.986013986013986,178,12,76,1024,0.9847122302158273,14.77068345323741
top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_risk_control@suff_abstain15,20,0.0,0.35,68,0.8306306306306306,0.7081081081081081,0.9134860050890585,0.25,0.1431980906921241,0.75,0.8568019093078759,34,60,102,393,0.9837837837837838,14.756756756756758,0.8129496402877698,0.6834532374100719,0.9276315789473685,0.21653543307086615,0.17832167832167833,0.7834645669291339,0.8216783216783217,55,153,199,760,0.9847122302158273,14.77068345323741
top20/logistic_regression/v3_all/isotonic::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_high_precision@cov50,20,0.2,0.25,68,0.6738738738738739,0.5027027027027027,0.899641577060932,0.18543046357615894,0.3787128712871287,0.8145695364238411,0.6212871287128713,28,153,123,279,0.6054054054054054,9.08108108108108,0.6843525179856115,0.5224820143884892,0.919104991394148,0.17153284671532848,0.3627684964200477,0.8284671532846716,0.6372315035799523,47,304,227,581,0.6115107913669064,9.172661870503596
top20/logistic_regression/retrieval_quality_only/identity::retrieve_more_balanced,top20/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_balanced,20,0.0,0.4,30,0.8162162162162162,0.8162162162162162,0.8498896247240618,0.5,0.081145584725537,0.5,0.918854415274463,68,34,68,453,1.0,15.0,0.8201438848920863,0.7967625899280576,0.871331828442438,0.44881889763779526,0.10023310023310024,0.5511811023622047,0.8997668997668997,114,86,140,886,1.0,15.0
top20/logistic_regression/retrieval_quality_only/identity::retrieve_more@cov85,top20/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more@cov85,20,0.0,0.5,30,0.8126126126126126,0.8666666666666667,0.8274428274428275,0.6102941176470589,0.050119331742243436,0.3897058823529412,0.9498806682577565,83,21,53,481,1.0,15.0,0.8309352517985612,0.8507194244604317,0.854122621564482,0.5433070866141733,0.05827505827505827,0.4566929133858268,0.9417249417249417,138,50,116,946,1.0,15.0
top20/logistic_regression/retrieval_quality_only/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_risk_control@suff_abstain15,20,0.0,0.35,30,0.8,0.7855855855855856,0.8532110091743119,0.47058823529411764,0.11217183770883055,0.5294117647058824,0.8878281622911695,64,47,72,436,1.0,15.0,0.8075539568345323,0.7607913669064749,0.8806146572104019,0.39763779527559057,0.1317016317016317,0.6023622047244095,0.8682983682983683,101,113,153,846,1.0,15.0
top20/logistic_regression/retrieval_quality_only/identity::retrieve_more_high_precision@cov50,top20/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_high_precision@cov50,20,0.0,0.15,30,0.6846846846846847,0.5261261261261261,0.9178082191780822,0.17647058823529413,0.360381861575179,0.8235294117647058,0.639618138424821,24,151,112,292,1.0,15.0,0.6663669064748201,0.5080935251798561,0.9309734513274336,0.15354330708661418,0.38694638694638694,0.8464566929133859,0.6130536130536131,39,332,215,565,1.0,15.0
top20/logistic_regression/retrieval_quality_only/platt::retrieve_more_balanced,top20/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_balanced,20,0.0,0.4,30,0.8126126126126126,0.8342342342342343,0.8401727861771058,0.5441176470588235,0.07159904534606205,0.45588235294117646,0.9284009546539379,74,30,62,463,1.0,15.0,0.8210431654676259,0.8192446043165468,0.8616904500548848,0.49606299212598426,0.08508158508158509,0.5039370078740157,0.914918414918415,126,73,128,911,1.0,15.0
top20/logistic_regression/retrieval_quality_only/platt::retrieve_more@cov85,top20/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more@cov85,20,0.0,0.45,30,0.8072072072072072,0.8612612612612612,0.8263598326359832,0.6102941176470589,0.057279236276849645,0.3897058823529412,0.9427207637231504,83,24,53,478,1.0,15.0,0.8282374100719424,0.8444244604316546,0.8551650692225772,0.5354330708661418,0.0641025641025641,0.4645669291338583,0.9358974358974359,136,55,118,939,1.0,15.0
top20/logistic_regression/retrieval_quality_only/platt::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_risk_control@suff_abstain15,20,0.0,0.3,30,0.7891891891891892,0.7675675675675676,0.8544600938967136,0.45588235294117646,0.13126491646778043,0.5441176470588235,0.8687350835322196,62,55,74,426,1.0,15.0,0.8030575539568345,0.7455035971223022,0.8854041013268998,0.37401574803149606,0.1445221445221445,0.6259842519685039,0.8554778554778555,95,124,159,829,1.0,15.0
top20/logistic_regression/retrieval_quality_only/platt::retrieve_more_high_precision@cov50,top20/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_high_precision@cov50,20,0.0,0.2,30,0.7549549549549549,0.6216216216216216,0.9101449275362319,0.22794117647058823,0.25059665871121717,0.7720588235294118,0.7494033412887828,31,105,105,345,1.0,15.0,0.7230215827338129,0.5935251798561151,0.9166666666666666,0.21653543307086615,0.2948717948717949,0.7834645669291339,0.7051282051282052,55,253,199,660,1.0,15.0
top20/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_balanced,top20/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_balanced,20,0.0,0.45,30,0.8144144144144144,0.8774774774774775,0.8234086242299795,0.6277372262773723,0.04066985645933014,0.3722627737226277,0.9593301435406698,86,17,51,487,0.9279279279279279,13.918918918918918,0.8255395683453237,0.8570143884892086,0.8457502623294858,0.5675675675675675,0.05509964830011723,0.43243243243243246,0.9449003516998827,147,47,112,953,0.9253597122302158,13.880395683453237
top20/logistic_regression/retrieval_quality_only/isotonic::retrieve_more@cov85,top20/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more@cov85,20,0.0,0.45,30,0.8144144144144144,0.8774774774774775,0.8234086242299795,0.6277372262773723,0.04066985645933014,0.3722627737226277,0.9593301435406698,86,17,51,487,0.9279279279279279,13.918918918918918,0.8255395683453237,0.8570143884892086,0.8457502623294858,0.5675675675675675,0.05509964830011723,0.43243243243243246,0.9449003516998827,147,47,112,953,0.9253597122302158,13.880395683453237
top20/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_risk_control@suff_abstain15,20,0.4,0.3,30,0.7189189189189189,0.7747747747747747,0.7581395348837209,0.5875706214689266,0.13756613756613756,0.4124293785310734,0.8624338624338624,104,52,73,430,0.3063063063063063,4.594594594594595,0.7508992805755396,0.7526978417266187,0.8100358422939068,0.5031645569620253,0.14824120603015076,0.49683544303797467,0.8517587939698492,159,118,157,837,0.322841726618705,4.842625899280575
top20/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_high_precision@cov50,top20/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_high_precision@cov50,20,0.2,0.1,30,0.6702702702702703,0.5513513513513514,0.8627450980392157,0.28,0.34814814814814815,0.72,0.6518518518518519,42,141,108,306,0.5765765765765766,8.64864864864865,0.664568345323741,0.5431654676258992,0.8758278145695364,0.2631578947368421,0.3603385731559855,0.7368421052631579,0.6396614268440145,75,298,210,604,0.5674460431654677,8.511690647482014
top20/logistic_regression/embedding_score_only/identity::retrieve_more_balanced,top20/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_balanced,20,0.0,0.45,5,0.7765765765765765,0.863063063063063,0.8079331941544885,0.6764705882352942,0.07637231503579953,0.3235294117647059,0.9236276849642004,92,32,44,479,1.0,15.0,0.810251798561151,0.8678057553956835,0.8352331606217617,0.6259842519685039,0.06060606060606061,0.37401574803149606,0.9393939393939394,159,52,95,965,1.0,15.0
top20/logistic_regression/embedding_score_only/identity::retrieve_more@cov85,top20/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more@cov85,20,0.0,0.45,5,0.7765765765765765,0.863063063063063,0.8079331941544885,0.6764705882352942,0.07637231503579953,0.3235294117647059,0.9236276849642004,92,32,44,479,1.0,15.0,0.810251798561151,0.8678057553956835,0.8352331606217617,0.6259842519685039,0.06060606060606061,0.37401574803149606,0.9393939393939394,159,52,95,965,1.0,15.0
top20/logistic_regression/embedding_score_only/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_risk_control@suff_abstain15,20,0.0,0.4,5,0.7675675675675676,0.7891891891891892,0.8310502283105022,0.5441176470588235,0.13126491646778043,0.45588235294117646,0.8687350835322196,74,55,62,438,1.0,15.0,0.8039568345323741,0.7949640287769785,0.8619909502262444,0.48031496062992124,0.11188811188811189,0.5196850393700787,0.8881118881118881,122,96,132,884,1.0,15.0
top20/logistic_regression/embedding_score_only/identity::retrieve_more_high_precision@cov50,top20/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_high_precision@cov50,20,0.0,0.25,5,0.7063063063063063,0.5621621621621622,0.9102564102564102,0.20588235294117646,0.3221957040572792,0.7941176470588235,0.6778042959427207,28,135,108,312,1.0,15.0,0.7032374100719424,0.5737410071942446,0.9137931034482759,0.21653543307086615,0.32051282051282054,0.7834645669291339,0.6794871794871795,55,275,199,638,1.0,15.0
top20/logistic_regression/embedding_score_only/platt::retrieve_more_balanced,top20/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_balanced,20,0.0,0.45,5,0.772972972972973,0.8342342342342343,0.816414686825054,0.625,0.09785202863961814,0.375,0.9021479713603818,85,41,51,463,1.0,15.0,0.8120503597122302,0.8498201438848921,0.8433862433862434,0.5826771653543307,0.07109557109557109,0.41732283464566927,0.9289044289044289,148,61,106,945,1.0,15.0
top20/logistic_regression/embedding_score_only/platt::retrieve_more@cov85,top20/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more@cov85,20,0.0,0.5,5,0.7567567567567568,0.9297297297297298,0.7751937984496124,0.8529411764705882,0.045346062052505964,0.14705882352941177,0.954653937947494,116,19,20,516,1.0,15.0,0.8138489208633094,0.9109712230215827,0.8213228035538006,0.7125984251968503,0.030303030303030304,0.2874015748031496,0.9696969696969697,181,26,73,1013,1.0,15.0
top20/logistic_regression/embedding_score_only/platt::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_risk_control@suff_abstain15,20,0.0,0.4,5,0.7675675675675676,0.781981981981982,0.8341013824884793,0.5294117647058824,0.1360381861575179,0.47058823529411764,0.863961813842482,72,57,64,434,1.0,15.0,0.8039568345323741,0.7877697841726619,0.865296803652968,0.4645669291338583,0.11655011655011654,0.5354330708661418,0.8834498834498834,118,100,136,876,1.0,15.0
top20/logistic_regression/embedding_score_only/platt::retrieve_more_high_precision@cov50,top20/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_high_precision@cov50,20,0.0,0.25,5,0.7045045045045045,0.5603603603603604,0.909967845659164,0.20588235294117646,0.324582338902148,0.7941176470588235,0.6754176610978521,28,136,108,311,1.0,15.0,0.7032374100719424,0.5737410071942446,0.9137931034482759,0.21653543307086615,0.32051282051282054,0.7834645669291339,0.6794871794871795,55,275,199,638,1.0,15.0
top20/logistic_regression/embedding_score_only/isotonic::retrieve_more_balanced,top20/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_balanced,20,0.1,0.45,5,0.7693693693693694,0.8036036036036036,0.8251121076233184,0.5693430656934306,0.11961722488038277,0.4306569343065693,0.8803827751196173,78,50,59,446,0.9693693693693693,14.54054054054054,0.7976618705035972,0.8129496402877698,0.8473451327433629,0.5328185328185329,0.10199296600234467,0.4671814671814672,0.8980070339976554,138,87,121,904,0.9721223021582733,14.5818345323741
top20/logistic_regression/embedding_score_only/isotonic::retrieve_more@cov85,top20/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more@cov85,20,0.1,0.6,5,0.7549549549549549,0.9225225225225225,0.775390625,0.8394160583941606,0.050239234449760764,0.16058394160583941,0.9497607655502392,115,21,22,512,0.9693693693693693,14.54054054054054,0.8057553956834532,0.9055755395683454,0.8162859980139027,0.7142857142857143,0.03634232121922626,0.2857142857142857,0.9636576787807737,185,31,74,1007,0.9721223021582733,14.5818345323741
top20/logistic_regression/embedding_score_only/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_risk_control@suff_abstain15,20,0.1,0.45,5,0.7693693693693694,0.8036036036036036,0.8251121076233184,0.5693430656934306,0.11961722488038277,0.4306569343065693,0.8803827751196173,78,50,59,446,0.9693693693693693,14.54054054054054,0.7976618705035972,0.8129496402877698,0.8473451327433629,0.5328185328185329,0.10199296600234467,0.4671814671814672,0.8980070339976554,138,87,121,904,0.9721223021582733,14.5818345323741
top20/logistic_regression/embedding_score_only/isotonic::retrieve_more_high_precision@cov50,top20/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_high_precision@cov50,20,0.1,0.2,5,0.7045045045045045,0.5657657657657658,0.9044585987261147,0.21897810218978103,0.32057416267942584,0.781021897810219,0.6794258373205742,30,134,107,314,0.9693693693693693,14.54054054054054,0.7014388489208633,0.5764388489208633,0.906396255850234,0.23166023166023167,0.31887456037514655,0.7683397683397684,0.6811254396248535,60,272,199,641,0.9721223021582733,14.5818345323741
