split,original_id,source_docs,source_link_count,linked_doc_count,support_titles_in_linked_docs_count,support_titles_in_linked_docs_rate
train,5ac3c1805542995ef918c21f,10,34,30,1,0.5
train,5ac3c264554299204fd21e37,10,36,26,1,0.5
train,5ac3caa15542995ef918c23a,10,32,16,1,0.5
train,5ac3ce74554299204fd21e71,10,86,39,2,1.0
train,5ac3d1d9554299204fd21e8a,10,51,32,2,1.0
train,5ac3d21e554299204fd21e8b,10,29,16,2,1.0
train,5ac3d2a6554299204fd21e8c,10,80,66,1,0.5
train,5ac3d2ac554299741d48a330,10,32,22,0,0.0
train,5ac3d4b6554299204fd21e93,10,30,21,0,0.0
train,5ac3d667554299076e296ca5,10,70,43,0,0.0
train,5ac3d90b5542995c82c4ac4b,10,36,25,0,0.0
train,5ac3d9c9554299204fd21ea3,10,32,18,1,0.5
train,5ac3def75542997ea680c95f,10,66,43,1,0.5
train,5ac3dfee554299204fd21eab,10,58,43,1,0.5
train,5ac3e01d5542997ea680c969,10,57,33,1,0.5
train,5ac3e07b5542997ea680c96c,10,71,36,2,1.0
train,5ac3e1075542995c82c4ac78,10,41,34,1,0.5
train,5ac3e22d5542997ea680c976,10,61,31,1,0.5
train,5ac3f18d554299204fd21ed3,10,39,19,1,0.5
train,5ac401bb55429919431738f4,10,72,38,1,0.5
train,5ac403c45542997ea680c9b5,10,44,22,1,0.5
train,5ac406c155429919431738fc,10,47,32,2,1.0
train,5ac415445542995c82c4acb7,10,46,42,1,0.5
train,5ac417405542995c82c4acbb,10,25,8,0,0.0
train,5ac41b9e5542995c82c4acc4,10,35,22,2,1.0
train,5ac41ca75542991943173919,10,34,19,1,0.5
train,5ac42a64554299076e296d7b,10,63,47,1,0.5
train,5ac42ae45542997ea680ca18,10,57,37,1,0.5
train,5ac42c6d5542997ea680ca1a,10,87,46,1,0.5
train,5ac42f42554299076e296d88,10,32,20,1,0.5
train,5ac434ed554299204fd21f09,10,38,29,1,0.5
train,5ac43530554299204fd21f0a,10,48,35,1,0.5
train,5ac439005542995c82c4acf9,10,54,38,1,0.5
train,5ac4392e5542997ea680ca32,10,46,35,1,0.5
train,5ac43c7b5542997ea680ca34,10,54,19,1,0.5
train,5ac43d575542997ea680ca39,10,42,31,1,0.5
train,5ac43e0f554299076e296d8e,10,32,15,2,1.0
train,5ac448185542995c82c4ad1b,10,63,37,1,0.5
train,5ac44b47554299194317396c,10,89,54,2,1.0
train,5ac45b23554299204fd21f31,10,78,65,1,0.5
train,5ac45cfd554299076e296db5,10,27,23,1,0.5
train,5ac46a8b5542991943173980,10,53,33,2,1.0
train,5ac46c83554299204fd21f45,10,41,33,1,0.5
train,5ac46cb85542991943173987,10,20,19,1,0.5
train,5ac471305542991943173998,10,55,22,1,0.5
train,5ac471a5554299194317399a,10,42,25,0,0.0
train,5ac473e4554299204fd21f54,10,33,20,1,0.5
train,5ac47d7355429919431739b3,10,43,17,1,0.5
train,5ac4920d5542996feb3fe8d3,10,72,32,0,0.0
train,5ac497025542997ea680ca8d,10,31,27,1,0.5
train,5ac49a1c5542996feb3fe905,10,93,54,0,0.0
train,5ac4a7615542996feb3fe92a,10,103,36,1,0.5
train,5ac4b24b5542996feb3fe933,10,47,38,1,0.5
train,5ac4c0fc5542997ea680cab1,10,63,40,2,1.0
train,5ac4c16b5542997ea680cab4,10,32,17,1,0.5
train,5ac4d2cd5542995c82c4ad73,10,56,33,1,0.5
train,5ac4d314554299076e296e02,10,67,37,1,0.5
train,5ac4d717554299076e296e0e,10,42,34,0,0.0
train,5ac4da3b554299076e296e17,10,41,30,1,0.5
train,5ac4db1d554299076e296e1a,10,43,31,1,0.5
train,5ac4deff554299076e296e26,10,44,16,1,0.5
train,5ac4e03f5542995c82c4ad75,10,85,62,1,0.5
train,5ac4e07e5542996feb3fe95c,10,36,23,1,0.5
train,5ac4e13f554299076e296e2d,10,51,39,2,1.0
train,5ac4e9ab5542996feb3fe974,10,44,28,0,0.0
train,5ac4ec9955429924173fb4da,10,70,57,0,0.0
train,5ac4ecea55429919431739fd,10,55,35,0,0.0
train,5ac4edf155429924173fb4e3,10,61,45,1,0.5
train,5ac4f04e5542995c82c4ad81,10,71,40,2,1.0
train,5ac4f12d55429924173fb4f6,10,27,21,0,0.0
train,5ac4f2e755429924173fb503,10,39,26,1,0.5
train,5ac4f33355429924173fb507,10,62,44,1,0.5
train,5ac4f7e955429924173fb523,10,33,26,0,0.0
train,5ac4f9dc55429924173fb533,10,54,42,1,0.5
train,5ac4fbe255429924173fb53b,10,122,37,2,1.0
train,5ac507725542994611c8b32a,10,22,16,1,0.5
train,5ac507825542994611c8b32b,10,51,30,1,0.5
train,5ac508205542994611c8b32e,10,52,30,1,0.5
train,5ac50bca55429924173fb57f,10,63,26,2,1.0
train,5ac510255542994611c8b353,10,70,45,1,0.5
train,5ac514d05542994611c8b372,10,60,35,1,0.5
train,5ac5199a5542994611c8b38a,10,42,30,2,1.0
train,5ac519a95542994611c8b38b,10,55,32,2,1.0
train,5ac51a055542994611c8b390,10,22,19,1,0.5
train,5ac5275755429924173fb617,10,48,42,0,0.0
train,5ac52f8e5542996feb3fea14,10,67,19,2,1.0
train,5ac52fc35542994611c8b403,10,34,24,0,0.0
train,5ac532335542994611c8b41c,10,36,24,2,1.0
train,5ac538025542996feb3fea41,10,52,38,2,1.0
train,5ac540365542994611c8b470,10,43,31,1,0.5
train,5ac5461d5542993e66e82296,10,69,49,1,0.5
train,5ac547525542993e66e822a3,10,6,4,0,0.0
train,5ac5484d5542994611c8b48d,10,46,31,2,1.0
train,5ac54ca45542993e66e822d5,10,80,47,1,0.5
train,5ac54cef5542993e66e822da,10,58,42,1,0.5
train,5ac54f8d5542993e66e822f5,10,37,28,1,0.5
train,5ac55ba05542993e66e8233d,10,64,40,1,0.5
train,5ac55c135542993e66e82345,10,66,31,2,1.0
train,5ac560235542993e66e82396,10,26,24,1,0.5
train,5ac5630e5542993e66e823d5,10,47,37,1,0.5
train,5adbc8e25542996e68525230,10,56,51,1,0.5
train,5adbc9a4554299438c868caf,10,74,35,1,0.5
train,5adbcd475542996e68525240,10,41,34,1,0.5
train,5adbd19855429944faac236a,10,57,36,2,1.0
train,5adbd1d25542994650320bf6,10,68,52,1,0.5
train,5adbd68155429947ff173842,10,58,46,2,1.0
train,5adbda2755429944faac2385,10,51,33,1,0.5
train,5adbe0df554299438c868cc0,10,38,24,2,1.0
train,5adbe1a7554299438c868cc3,10,61,45,0,0.0
train,5adbe1b355429944faac23a0,10,27,18,2,1.0
train,5adbe1c5554299438c868cc4,10,34,28,1,0.5
train,5adbe2c65542996e68525274,10,51,26,1,0.5
train,5adbe447554299438c868ccd,10,1,1,0,0.0
train,5adbe9fa55429944faac23ba,10,42,20,1,0.5
train,5adbf34955429947ff173862,10,52,27,0,0.0
train,5adbf3fa554299438c868ce0,10,44,28,1,0.5
train,5adbf43655429947ff173864,10,46,29,1,0.5
train,5adbf69c55429947ff173871,10,37,30,1,0.5
train,5adbf81a554299438c868cfd,10,26,19,1,0.5
train,5adbfa38554299438c868d00,10,36,25,1,0.5
train,5adbfaa655429947ff173888,10,46,38,1,0.5
train,5adbfb3f55429947ff17388a,10,68,39,2,1.0
train,5adbfb6855429944faac23e4,10,50,19,1,0.5
train,5adbfb6b55429947ff17388d,10,68,28,1,0.5
train,5adbfbd555429947ff173893,10,43,36,1,0.5
train,5adbfc945542996e68525296,10,45,28,0,0.0
train,5adbfffb5542994650320c39,10,55,30,2,1.0
train,5adc020a5542994650320c4c,10,39,35,1,0.5
train,5adc02445542994650320c4e,10,18,10,0,0.0
train,5adc02905542994650320c50,10,27,12,1,0.5
train,5adc035c554299438c868d04,10,46,32,2,1.0
train,5adc0644554299438c868d08,10,48,24,1,0.5
train,5adc094a55429947ff1738c0,10,57,47,0,0.0
train,5adc0c2b55429947ff1738db,10,24,19,0,0.0
train,5adc0d3355429944faac2400,10,53,27,2,1.0
train,5adc0e395542996e685252c1,10,44,16,1,0.5
train,5adc0f8d55429947ff1738ef,10,55,32,2,1.0
train,5adc126f5542996e685252c5,10,59,38,1,0.5
train,5adc1ae5554299438c868d5c,10,33,29,1,0.5
train,5adc294c5542996e685252cf,10,42,26,1,0.5
train,5adc2ae5554299438c868d64,10,42,15,1,0.5
train,5adc2b6255429947ff173901,10,22,16,0,0.0
train,5adc2f53554299438c868d6d,10,28,14,0,0.0
train,5adc368155429944faac2468,10,61,35,1,0.5
train,5adc393f5542996e685252e7,10,60,24,1,0.5
train,5adc398755429947ff173912,10,56,40,0,0.0
train,5adc3a7055429947ff173913,10,52,41,1,0.5
train,5adc3d7455429944faac248a,10,19,17,1,0.5
train,5adc411f5542994650320cbc,10,62,37,0,0.0
train,5adc459255429944faac24ad,10,43,34,1,0.5
train,5adc46665542994650320cc8,10,54,43,0,0.0
train,5adc51375542996e68525300,10,25,21,1,0.5
train,5adc53f75542996e6852530a,10,58,36,2,1.0
train,5adc54085542994650320cce,10,34,12,1,0.5
train,5adc57325542996e6852531b,10,42,35,1,0.5
train,5adc5b875542996e68525328,10,56,36,1,0.5
train,5adc6825554299438c868da1,10,28,11,1,0.5
train,5adc69ef554299438c868daf,10,90,46,2,1.0
train,5adc6c4c5542994650320ce0,10,51,23,1,0.5
train,5adc6ded55429947ff17395d,10,50,30,1,0.5
train,5adc6e035542994650320cec,10,89,62,1,0.5
train,5adc6eb65542994650320cf3,10,31,22,1,0.5
train,5adc6f6255429947ff173961,10,48,21,0,0.0
train,5adc75525542994650320d0e,10,50,33,0,0.0
train,5adc760c5542994650320d11,10,42,28,0,0.0
train,5adc7b855542994650320d1e,10,87,61,1,0.5
train,5adc7dbf5542994d58a2f618,10,45,36,0,0.0
train,5adc82fc554299438c868dce,10,33,24,1,0.5
train,5adc83c65542994d58a2f623,10,46,37,1,0.5
train,5adc85b855429944faac24e9,10,32,27,1,0.5
train,5adc861c5542994d58a2f62c,10,67,41,1,0.5
train,5adc872b5542994d58a2f62f,10,35,26,1,0.5
train,5adc8977554299438c868de2,10,76,47,1,0.5
train,5adc8ab05542994d58a2f642,10,42,30,1,0.5
train,5adc8b5a5542994d58a2f648,10,59,37,2,1.0
train,5adc905e5542994d58a2f662,10,45,29,1,0.5
train,5adc914d5542994ed6169b90,10,23,12,1,0.5
train,5adc91865542994ed6169b93,10,54,26,1,0.5
train,5adc983c5542990d50227cb6,10,46,25,1,0.5
train,5adc985e5542990d50227cb7,10,27,21,1,0.5
train,5adc995d5542994ed6169ba8,10,67,54,0,0.0
train,5adc99ba5542994ed6169ba9,10,38,27,2,1.0
train,5adc99cf554299438c868e0d,10,46,38,1,0.5
train,5adc99d95542994ed6169baa,10,64,47,2,1.0
train,5adc9b7a5542994d58a2f679,10,52,27,1,0.5
train,5adc9d145542994d58a2f67d,10,45,25,1,0.5
train,5adc9ebc5542994d58a2f681,10,65,39,1,0.5
train,5adca5a45542994d58a2f692,10,69,50,2,1.0
train,5adca5eb5542994d58a2f693,10,44,32,1,0.5
train,5adca8215542994ed6169bbc,10,35,27,1,0.5
train,5adca8375542990d50227cd4,10,56,49,1,0.5
train,5adcaa7f5542990d50227cdb,10,50,37,2,1.0
train,5adcb30b5542994d58a2f69f,10,43,29,1,0.5
train,5adcb4ae5542994734353774,10,55,35,1,0.5
train,5adcb6875542994ed6169bcb,10,28,20,1,0.5
train,5adcba885542994ed6169bd9,10,45,35,0,0.0
train,5adcc21f5542990d50227d05,10,33,29,2,1.0
train,5adcc3ed5542994d58a2f6c4,10,44,28,2,1.0
train,5adcc5715542990d50227d0a,10,48,22,2,1.0
train,5adcc6765542994d58a2f6c9,10,85,64,1,0.5
train,5adcc7395542990d50227d13,10,58,21,2,1.0
train,5adcc90c5542990d50227d1b,10,28,24,0,0.0
train,5adcc975554299473435379f,10,57,37,1,0.5
train,5adcc9f35542990d50227d20,10,58,28,1,0.5
train,5adcca7f5542994ed6169c06,10,53,36,2,1.0
train,5adccaca5542994d58a2f6d5,10,42,26,1,0.5
train,5adccd795542990d50227d2c,10,46,16,1,0.5
train,5adccdab5542994d58a2f6db,10,77,63,2,1.0
train,5adccdd55542992c1e3a2408,10,63,52,2,1.0
train,5adcceda5542990d50227d31,10,46,31,2,1.0
train,5adccf645542990d50227d32,10,61,45,1,0.5
train,5adcd1665542994d58a2f6e6,10,24,12,0,0.0
train,5adcd28c5542994d58a2f6ea,10,53,34,1,0.5
train,5adcd5005542994d58a2f6f0,10,41,25,1,0.5
train,5adcd6705542992c1e3a2426,10,89,58,2,1.0
train,5adcd9fe5542990d50227d46,10,40,32,2,1.0
train,5adcdc6c5542992c1e3a2437,10,61,30,1,0.5
train,5adcde255542992c1e3a243f,10,68,26,1,0.5
train,5adcdea85542992c1e3a2441,10,36,27,1,0.5
train,5adce0f455429947343537bd,10,65,20,1,0.5
train,5adce12e5542990d50227d4f,10,37,29,1,0.5
train,5adce22c5542990d50227d51,10,35,25,1,0.5
train,5adce3265542992c1e3a2466,10,47,33,1,0.5
train,5adce36e5542990d50227d55,10,40,34,1,0.5
train,5adce4f65542992c1e3a2474,10,25,15,0,0.0
train,5adce88b5542992c1e3a249a,10,62,44,2,1.0
train,5adcea3755429947343537ca,10,46,28,1,0.5
train,5adcecbd5542992c1e3a24b7,10,68,36,0,0.0
train,5adcf20f5542994ed6169c2c,10,46,34,1,0.5
train,5adcf2b55542992c1e3a24cd,10,37,28,2,1.0
train,5adcf37e5542994ed6169c37,10,60,30,1,0.5
train,5adcf3a45542994ed6169c38,10,35,21,2,1.0
train,5adcf3e35542994ed6169c3a,10,43,28,1,0.5
train,5adcf48e5542992c1e3a24d4,10,38,24,1,0.5
train,5adcf83855429947343537e1,10,53,34,1,0.5
train,5adcfb5f5542990d50227d81,10,37,32,0,0.0
train,5adcfbf45542990d50227d86,10,40,34,0,0.0
train,5adcfdc555429947343537f4,10,28,16,0,0.0
train,5adcfe7f5542992c1e3a24f1,10,73,49,2,1.0
train,5adcfebe5542992c1e3a24f3,10,42,25,2,1.0
train,5add00775542992c1e3a2503,10,46,25,1,0.5
train,5add00805542992c1e3a2504,10,46,27,1,0.5
train,5add10ca5542994ed6169c59,10,31,23,2,1.0
train,5add11935542994734353827,10,52,30,1,0.5
train,5add13b15542994ed6169c65,10,71,49,1,0.5
train,5add18345542994ed6169c7e,10,51,37,1,0.5
train,5add1aa65542990d50227de1,10,52,43,0,0.0
train,5add1c485542992c1e3a253d,10,62,24,2,1.0
train,5add1d435542990d50227de8,10,49,43,2,1.0
train,5add1d575542992c1e3a2540,10,64,48,2,1.0
train,5add1e565542990d50227dea,10,71,56,1,0.5
train,5add1eed5542992ae4cec485,10,40,33,1,0.5
train,5add21555542992ae4cec496,10,34,25,1,0.5
train,5add22bc5542992ae4cec49f,10,48,12,1,0.5
train,5add2397554299473435386f,10,64,37,2,1.0
train,5add23e45542992ae4cec4a1,10,62,32,1,0.5
train,5add24375542992c1e3a2542,10,53,37,1,0.5
train,5add26075542994ed6169c9c,10,61,44,1,0.5
train,5add2b435542990d50227e11,10,47,42,2,1.0
train,5add2b865542992c1e3a2550,10,58,34,0,0.0
train,5add2dae5542992c1e3a2558,10,49,14,0,0.0
train,5add2df85542992ae4cec4d6,10,42,29,2,1.0
train,5add2eab5542992ae4cec4da,10,31,26,1,0.5
train,5add311b5542994ed6169cc5,10,58,44,2,1.0
train,5add352b5542990dbb2f7dc4,10,45,36,2,1.0
train,5add38355542990dbb2f7dd0,10,28,21,1,0.5
train,5add39c45542995b365faac5,10,53,41,2,1.0
train,5add39e75542997545bbbcc4,10,61,49,2,1.0
train,5add3a605542990dbb2f7ddb,10,41,21,1,0.5
train,5add3b035542997545bbbcce,10,38,36,1,0.5
train,5add3ccc5542997545bbbce5,10,44,36,1,0.5
train,5add3e2b5542997545bbbcf5,10,30,23,1,0.5
train,5add3fe05542992c1e3a2580,10,63,30,0,0.0
train,5add405f5542992c1e3a2581,10,47,24,1,0.5
train,5add433b5542997545bbbd02,10,31,19,1,0.5
train,5add44c25542997545bbbd0a,10,56,41,1,0.5
train,5add4d8f5542997545bbbd25,10,102,67,2,1.0
train,5add4dd35542992ae4cec507,10,38,23,2,1.0
train,5add4f3a5542997545bbbd2c,10,41,34,1,0.5
train,5add4fd15542992200553a98,10,100,49,1,0.5
train,5add53fe5542992200553ab1,10,44,24,1,0.5
train,5add559e5542992ae4cec511,10,41,28,1,0.5
train,5add564a5542990dbb2f7e38,10,55,22,1,0.5
train,5add566b5542995b365fab14,10,40,22,1,0.5
train,5add56a85542992200553abe,10,54,22,1,0.5
train,5add57e55542992ae4cec516,10,54,36,1,0.5
train,5add596f5542990dbb2f7e4d,10,47,35,0,0.0
train,5add5f925542997545bbbd48,10,57,34,1,0.5
train,5add60905542995b365fab1d,10,39,27,1,0.5
train,5add61d65542995b365fab21,10,37,31,0,0.0
train,5add647a5542995b365fab26,10,54,42,0,0.0
train,5add65355542995b365fab27,10,38,36,0,0.0
train,5add673e5542992ae4cec54d,10,79,58,1,0.5
train,5add67555542992ae4cec54e,10,40,31,2,1.0
train,5add67915542992200553af8,10,41,32,0,0.0
train,5add695a5542992ae4cec557,10,58,46,1,0.5
train,5add74b75542992200553b24,10,20,16,1,0.5
train,5add74b95542992ae4cec56f,10,33,17,1,0.5
train,5add750c5542990dbb2f7e53,10,33,25,0,0.0
train,5add78bf5542992ae4cec57b,10,66,24,1,0.5
train,5add7c455542990dbb2f7e5f,10,46,30,1,0.5
train,5add7c9c5542990dbb2f7e60,10,42,35,1,0.5
train,5add7ce55542992ae4cec585,10,39,32,2,1.0
train,5add813e5542992200553b46,10,73,37,1,0.5
train,5add84a15542997545bbbd5e,10,84,53,1,0.5
train,5add870b5542995b365fab3c,10,33,27,1,0.5
train,5add889b5542997545bbbd68,10,63,48,1,0.5
train,5add92885542990dbb2f7e72,10,42,33,1,0.5
train,5add95035542990dbb2f7e77,10,52,33,2,1.0
train,5add98985542990dbb2f7e82,10,47,29,1,0.5
train,5add98ef5542997545bbbd82,10,64,42,2,1.0
train,5add9bfa5542990dbb2f7e85,10,52,20,2,1.0
train,5adda7275542995b365fab57,10,40,28,1,0.5
train,5adda8d45542995b365fab59,10,35,24,1,0.5
train,5addb0335542995b365fab5e,10,37,16,1,0.5
train,5addbf645542997dc7907014,10,43,24,2,1.0
train,5addc2b75542997dc7907017,10,65,43,2,1.0
train,5addc7e35542997545bbbdbe,10,38,28,1,0.5
train,5addce005542997dc790703c,10,72,33,1,0.5
train,5addcfd65542997dc790703e,10,64,44,2,1.0
train,5addd41b5542990dbb2f7e94,10,40,28,1,0.5
train,5addd5795542990dbb2f7e9d,10,50,45,1,0.5
train,5addd5965542997dc7907047,10,35,18,0,0.0
train,5addd6045542997dc7907049,10,61,38,1,0.5
train,5addd82c5542990dbb2f7eb9,10,30,22,1,0.5
train,5addda9b5542992200553b5b,10,33,23,2,1.0
train,5adddb415542992200553b61,10,64,51,1,0.5
train,5adddccd5542997dc7907069,10,53,40,2,1.0
train,5adddce05542992200553b70,10,72,36,2,1.0
train,5adddf5d5542997dc7907078,10,69,45,1,0.5
train,5adde17f5542992200553b87,10,70,23,1,0.5
train,5adde2475542997545bbbdc1,10,70,54,0,0.0
train,5adde3a45542997545bbbdc2,10,38,27,2,1.0
train,5adde5155542997dc7907092,10,28,27,1,0.5
train,5adde8a05542997dc79070a4,10,45,32,0,0.0
train,5adde99b5542992200553ba1,10,60,38,1,0.5
train,5addf05a5542997dc79070cd,10,31,24,2,1.0
train,5addfc425542997dc7907101,10,90,32,1,0.5
train,5addfdf65542992200553bd2,10,49,41,1,0.5
train,5addfdfa5542997dc790710b,10,62,41,2,1.0
train,5addfe1c5542995b365fabaf,10,33,22,2,1.0
train,5addffff5542992200553bdd,10,49,43,1,0.5
train,5ade007e5542997545bbbdf4,10,55,37,1,0.5
train,5ade03c65542990dbb2f7f2e,10,76,51,2,1.0
train,5ade03da5542997dc7907120,10,32,18,1,0.5
train,5ade043d5542997dc7907122,10,51,24,2,1.0
train,5ade04465542990dbb2f7f2f,10,24,16,2,1.0
train,5ade04d75542997dc7907125,10,58,47,0,0.0
train,5ade09945542997545bbbe2c,10,55,48,2,1.0
train,5ade09a15542995b365fabdf,10,37,24,1,0.5
train,5ade0a275542997545bbbe2d,10,36,26,1,0.5
train,5ade0cc85542990dbb2f7f37,10,59,30,1,0.5
train,5ade0fb95542997545bbbe39,10,43,34,1,0.5
train,5ade126355429939a52fe7ea,10,59,44,1,0.5
train,5ade15a45542997545bbbe46,10,42,26,0,0.0
train,5ade15ae5542990dbb2f7f4c,10,41,32,1,0.5
train,5ade17d255429939a52fe80e,10,54,31,1,0.5
train,5ade18df5542990dbb2f7f53,10,60,37,1,0.5
train,5ade190f55429975fa854e40,10,46,31,1,0.5
train,5ade1eda55429975fa854e71,10,31,18,2,1.0
train,5ade1f0555429975fa854e74,10,80,71,1,0.5
train,5ade1f1c55429939a52fe82d,10,75,59,2,1.0
train,5ade24e35542992fa25da6e6,10,45,36,2,1.0
train,5ade286e5542997c77aded81,10,42,18,2,1.0
train,5ade28cf5542997c77aded85,10,67,34,1,0.5
train,5ade2bce5542997c77aded96,10,37,23,1,0.5
train,5ade3af855429939a52fe867,10,70,38,1,0.5
train,5ade3b925542992fa25da70a,10,56,37,1,0.5
train,5ade3bf75542997c77adedb8,10,56,33,1,0.5
train,5ade3d75554299728e26c68b,10,47,39,0,0.0
train,5ade45c75542992fa25da720,10,40,28,2,1.0
train,5ade48795542992fa25da729,10,47,34,1,0.5
train,5ade4da055429939a52fe878,10,61,39,2,1.0
train,5ade5a645542997c77adee0d,10,63,34,1,0.5
train,5ade5e335542992fa25da766,10,28,16,1,0.5
train,5ade618e554299728e26c700,10,28,18,1,0.5
train,5ade61fd554299728e26c704,10,34,29,1,0.5
train,5ade64b655429939a52fe89a,10,30,20,1,0.5
train,5ade64c7554299728e26c710,10,42,18,0,0.0
train,5ade653f55429975fa854ebb,10,47,28,1,0.5
train,5ade66dd55429975fa854ebe,10,68,43,1,0.5
train,5ade66f055429939a52fe8a0,10,66,48,0,0.0
train,5ade69e455429975fa854ec5,10,58,43,2,1.0
train,5ade6acf554299728e26c71a,10,30,16,1,0.5
train,5ade6b67554299728e26c71c,10,60,45,1,0.5
train,5ade6eb65542992fa25da782,10,51,42,1,0.5
train,5ade74285542992fa25da78c,10,49,27,0,0.0
train,5ade747555429939a52fe8c5,10,68,34,2,1.0
train,5ade78e255429939a52fe8d0,10,45,32,2,1.0
train,5ade82ba5542992fa25da7a3,10,26,15,0,0.0
train,5ade84d7554299728e26c72b,10,44,33,1,0.5
train,5ade858a55429975fa854eea,10,33,24,2,1.0
train,5ade86b255429939a52fe8e0,10,58,33,1,0.5
train,5ade895955429975fa854ef5,10,48,16,1,0.5
train,5ade89d855429975fa854ef7,10,52,42,1,0.5
train,5ade8b2655429975fa854eff,10,58,43,2,1.0
train,5ade8bd955429975fa854f04,10,49,26,1,0.5
train,5ade8f5955429975fa854f10,10,53,36,2,1.0
train,5ade90aa554299728e26c733,10,32,24,1,0.5
train,5ade949b5542997c77adee63,10,53,36,1,0.5
train,5ade9545554299728e26c741,10,29,19,1,0.5
train,5ade982f554299728e26c753,10,22,18,1,0.5
train,5ade99235542997c77adee7f,10,56,35,1,0.5
train,5ade99295542992fa25da7d8,10,42,25,1,0.5
train,5ade99ad554299728e26c75d,10,62,46,2,1.0
train,5ade9c2155429939a52fe8fe,10,51,34,2,1.0
train,5ade9c9355429975fa854f1b,10,82,50,1,0.5
train,5adea0c5554299728e26c776,10,43,37,1,0.5
train,5adea19a55429939a52fe919,10,63,30,1,0.5
train,5adea2435542992fa25da7e4,10,100,34,1,0.5
train,5adea61155429939a52fe922,10,69,36,0,0.0
train,5adea62e55429975fa854f3b,10,40,26,0,0.0
train,5adea83b55429975fa854f53,10,50,32,1,0.5
train,5adea8cf55429939a52fe92d,10,25,20,0,0.0
train,5adea95055429939a52fe931,10,44,34,1,0.5
train,5adea9ea55429939a52fe934,10,42,25,1,0.5
train,5adeab4555429975fa854f5f,10,57,44,1,0.5
train,5adeacf955429975fa854f66,10,33,24,1,0.5
train,5adead1855429939a52fe948,10,47,43,1,0.5
train,5adeaec455429939a52fe952,10,57,43,1,0.5
train,5adeb78a554299728e26c77a,10,32,28,1,0.5
train,5adeb95d5542992fa25da827,10,67,43,0,0.0
train,5adebc51554299728e26c799,10,57,38,1,0.5
train,5adebea1554299728e26c7b6,10,38,33,1,0.5
train,5adec53655429975fa854f87,10,30,20,0,0.0
train,5adec62a55429975fa854f89,10,61,45,1,0.5
train,5adec62e5542992fa25da841,10,77,40,1,0.5
train,5adec7925542995534e8c70d,10,57,26,1,0.5
train,5adec96e5542995534e8c712,10,37,29,2,1.0
train,5adecc7755429975fa854f9d,10,30,22,1,0.5
train,5aded04755429975fa854fa7,10,86,54,2,1.0
train,5adeda67554299728e26c7db,10,39,27,0,0.0
train,5adee8ff55429975fa854fb8,10,54,33,2,1.0
train,5adef5fb5542993a75d263be,10,53,33,2,1.0
train,5adefdd75542995ec70e8f4e,10,52,46,0,0.0
train,5adefe645542992d7e9f926c,10,74,54,2,1.0
train,5adeffa85542992d7e9f926f,10,58,37,2,1.0
train,5adf03765542995534e8c72b,10,58,44,1,0.5
train,5adf03b35542993a75d263d3,10,54,33,1,0.5
train,5adf043b5542993a75d263d4,10,58,38,2,1.0
train,5adf04c95542993a75d263d5,10,45,34,1,0.5
train,5adf076f5542992d7e9f9277,10,49,31,1,0.5
train,5adf07f25542992d7e9f9279,10,104,54,0,0.0
train,5adf099a5542992d7e9f927f,10,67,42,1,0.5
train,5adf0ae45542992d7e9f9286,10,49,32,1,0.5
train,5adf0cbd5542993a75d263e0,10,34,27,1,0.5
train,5adf0e7c5542992d7e9f9297,10,43,22,1,0.5
train,5adf123f5542995ec70e8f63,10,74,56,2,1.0
train,5adf17f95542995ec70e8f6c,10,76,55,1,0.5
train,5adf1b8a5542995534e8c750,10,46,40,2,1.0
train,5adf1c3f5542993a75d263ec,10,63,38,0,0.0
train,5adf21bc5542993344016bf4,10,45,37,1,0.5
train,5adf227a5542992d7e9f92a6,10,41,30,1,0.5
train,5adf24155542992d7e9f92af,10,52,38,1,0.5
train,5adf29f05542993344016c09,10,44,30,1,0.5
train,5adf2ba05542993a75d26411,10,53,31,1,0.5
train,5adf2fa35542993344016c11,10,35,27,1,0.5
train,5adf315c5542995ec70e8f8b,10,38,28,1,0.5
train,5adf32ee5542995534e8c767,10,55,43,2,1.0
train,5adf33965542993344016c20,10,188,71,2,1.0
train,5adf33a05542993344016c22,10,47,33,1,0.5
train,5adf33b35542993a75d26420,10,40,36,1,0.5
train,5adf34955542993a75d26423,10,61,37,1,0.5
train,5adf34ff5542992d7e9f92ce,10,46,30,1,0.5
train,5adf35935542993344016c36,10,67,21,0,0.0
train,5adf36c55542993344016c3e,10,46,33,1,0.5
train,5adf37785542992d7e9f92d3,10,49,35,1,0.5
train,5adf38ae5542993a75d26433,10,30,21,0,0.0
train,5adf39295542992d7e9f92df,10,73,51,2,1.0
train,5adf39ce5542995534e8c76d,10,85,66,2,1.0
train,5adf39d45542992d7e9f92e5,10,54,40,1,0.5
train,5adf39d55542992d7e9f92e6,10,37,28,2,1.0
train,5adf3a0d5542992d7e9f92e8,10,49,24,1,0.5
train,5adf3a4f5542992d7e9f92ec,10,43,25,1,0.5
train,5adf3c155542993a75d2643a,10,51,38,2,1.0
train,5adf3e355542993a75d26440,10,91,39,2,1.0
train,5adf41a45542993a75d26456,10,44,34,1,0.5
train,5adf430e5542993a75d2645e,10,65,53,0,0.0
train,5adf434c5542993a75d26462,10,72,33,0,0.0
train,5adf490a5542993a75d26488,10,38,30,1,0.5
train,5adf49935542993a75d26491,10,29,20,0,0.0
